ID1,ID2,EdgeType,Score,Annotation
5842,5843,MS1 annotation,2.000,[M+Na]+ [M+NH4]+ dm/z=4.9554
5883,5884,MS1 annotation,2.000,[M+Na]+ [M+NH4]+ dm/z=4.9561
5890,5897,MS1 annotation,2.000,[M+Na]+ [M+NH4]+ dm/z=4.9556
5900,5905,MS1 annotation,2.000,[2M+H]+ [M-H2O+K]+ dm/z=109.1274
5917,5918,MS1 annotation,2.000,[M+Na]+ [M+H]+ dm/z=21.9825
5917,5918,MS1 annotation,2.000,[M+Na]+ [2M+2H]2+ dm/z=21.9825
5929,5933,MS1 annotation,2.000,[M+Na]+ [M+NH4]+ dm/z=4.9557
5936,5937,MS1 annotation,2.000,[M+Na]+ [M+NH4]+ dm/z=4.9545
5942,5956,MS1 annotation,3.000,[M+H]+ [M+NH4]+ dm/z=17.0263
5942,5960,MS1 annotation,3.000,[M+Na]+ [M+NH4]+ dm/z=4.9560
5956,5960,MS1 annotation,3.000,[M+Na]+ [M+H]+ dm/z=21.9823
5968,5969,MS1 annotation,2.000,[M+Na]+ [M+NH4]+ dm/z=4.9559
5987,5989,MS1 annotation,3.000,[M+NH4]+ [M+Na]+ dm/z=4.9565
5987,5988,MS1 annotation,3.000,[M+H]+ [M+Na]+ dm/z=21.9831
5988,5989,MS1 annotation,3.000,[M+NH4]+ [M+H]+ dm/z=17.0266
6009,6012,MS1 annotation,2.000,[M+Na]+ [M+H]+ dm/z=21.9833
6027,6032,MS1 annotation,3.000,[M+Na]+ [M-H2O+H]+ dm/z=39.9930
6027,6028,MS1 annotation,3.000,[M+NH4]+ [M-H2O+H]+ dm/z=35.0374
6027,6032,MS1 annotation,3.000,[M+Na]+ [2M-2H2O+2H]2+ dm/z=39.9930
6027,6028,MS1 annotation,3.000,[M+NH4]+ [2M-2H2O+2H]2+ dm/z=35.0374
6062,6069,MS1 annotation,2.000,[M+Na]+ [M+H]+ dm/z=21.9821
6075,6080,MS1 annotation,2.000,[M+Na]+ [M+NH4]+ dm/z=4.9564
6077,6094,MS1 annotation,3.000,[M+Na]+ [M+NH4]+ dm/z=4.9556
6077,6098,MS1 annotation,3.000,[M+H]+ [M+NH4]+ dm/z=17.0265
6094,6098,MS1 annotation,3.000,[M+H]+ [M+Na]+ dm/z=21.9821
6104,6122,MS1 annotation,2.000,[M+H]+ [M+K]+ dm/z=37.9601
6147,6148,MS1 annotation,2.000,[M+Na]+ [M+NH4]+ dm/z=4.9555
6155,6172,MS1 annotation,2.000,[M+NH4]+ [M+Na]+ dm/z=4.9553
6164,6165,MS1 annotation,2.000,[M+Na]+ [M+H]+ dm/z=21.9829
6178,6179,MS1 annotation,2.000,[M+Na]+ [M+NH4]+ dm/z=4.9545
6187,6196,MS1 annotation,3.000,[M+NH4]+ [M+Na]+ dm/z=4.9558
6187,6195,MS1 annotation,3.000,[M+H]+ [M+Na]+ dm/z=21.9822
6195,6196,MS1 annotation,3.000,[M+NH4]+ [M+H]+ dm/z=17.0264
6203,6207,MS1 annotation,2.000,[M+NH4]+ [M+Na]+ dm/z=4.9547
6217,6251,MS1 annotation,5.000,[M+H]+ [M-H+2Na]+ dm/z=43.9641
6220,6224,MS1 annotation,3.000,[2M+2H]2+ [M+NH4]+ dm/z=17.0265
6222,6224,MS1 annotation,3.000,[2M+2H]2+ [M+Na]+ dm/z=21.9820
6226,6290,MS1 annotation,4.000,[M+Na]+ [M-2H2O+H]+ dm/z=58.0035
6235,6243,MS1 annotation,2.000,[2M-2H2O+2H]2+ [M+Na]+ dm/z=39.9939
6245,6290,MS1 annotation,4.000,[M+Na]+ [M+H]+ dm/z=21.9826
6245,6290,MS1 annotation,4.000,[M+Na]+ [2M+2H]2+ dm/z=21.9826
6251,6259,MS1 annotation,5.000,[M+Na]+ [M+H]+ dm/z=21.9816
6251,6266,MS1 annotation,5.000,[M+NH4]+ [M+H]+ dm/z=17.0267
6259,6266,MS1 annotation,5.000,[M+NH4]+ [M+Na]+ dm/z=4.9550
6265,6266,MS1 annotation,5.000,[M+NH4]+ [M-H2O+H]+ dm/z=35.0368
6267,6290,MS1 annotation,4.000,[M+Na]+ [M-H2O+H]+ dm/z=39.9930
6267,6290,MS1 annotation,4.000,[M+Na]+ [2M-2H2O+2H]2+ dm/z=39.9930
6269,6271,MS1 annotation,3.000,[M+NH4]+ [M+Na]+ dm/z=4.9561
6269,6270,MS1 annotation,3.000,[2M+2H]2+ [M+Na]+ dm/z=21.9827
6270,6271,MS1 annotation,3.000,[M+NH4]+ [M+H]+ dm/z=17.0265
6270,6271,MS1 annotation,3.000,[M+NH4]+ [2M+2H]2+ dm/z=17.0265
6286,6288,MS1 annotation,2.000,[M+NH4]+ [M+Na]+ dm/z=4.9551
6295,6316,MS1 annotation,2.000,[M+NH4]+ [M+Na]+ dm/z=4.9545
6336,6337,MS1 annotation,2.000,[M+Na]+ [M+NH4]+ dm/z=4.9553
6338,6352,MS1 annotation,2.000,[M+Na]+ [M+NH4]+ dm/z=4.9545
6368,6380,MS1 annotation,2.000,[M+H]+ [M+Na]+ dm/z=21.9824
6370,6371,MS1 annotation,2.000,[M+Na]+ [M+NH4]+ dm/z=4.9557
6372,6375,MS1 annotation,2.000,[M+NH4]+ [M+Na]+ dm/z=4.9553
6404,6408,MS1 annotation,3.000,[M+NH4]+ [M+Na]+ dm/z=4.9557
6408,6417,MS1 annotation,3.000,[M+H]+ [M+NH4]+ dm/z=17.0265
6422,6428,MS1 annotation,2.000,[M+Na]+ [M+NH4]+ dm/z=4.9556
6429,6431,MS1 annotation,3.000,[M+Na]+ [M+H]+ dm/z=21.9819
6431,6442,MS1 annotation,3.000,[M+NH4]+ [M+Na]+ dm/z=4.9553
6473,6474,MS1 annotation,2.000,[M+Na]+ [M+NH4]+ dm/z=4.9536
6484,6498,MS1 annotation,3.000,[M+NH4]+ [M+Na]+ dm/z=4.9556
6487,6488,MS1 annotation,2.000,[M+Na]+ [M+NH4]+ dm/z=4.9553
6496,6498,MS1 annotation,3.000,[M+NH4]+ [M+H]+ dm/z=17.0266
6509,6522,MS1 annotation,2.000,[2M+2H]2+ [M+Na]+ dm/z=21.9826
6515,6516,MS1 annotation,2.000,[M+Na]+ [M+NH4]+ dm/z=4.9555
6517,6534,MS1 annotation,2.000,[M+NH4]+ [M+Na]+ dm/z=4.9540
6532,6545,MS1 annotation,2.000,[M+NH4]+ [M-H2O+H]+ dm/z=35.0375
6532,6545,MS1 annotation,2.000,[M+NH4]+ [2M-2H2O+2H]2+ dm/z=35.0375
6535,6541,MS1 annotation,2.000,[2M-2H2O+2H]2+ [M+Na]+ dm/z=39.9936
6538,6539,MS1 annotation,3.000,[M+Na]+ [M+H]+ dm/z=21.9822
6538,6540,MS1 annotation,3.000,[M+NH4]+ [M+H]+ dm/z=17.0268
6539,6540,MS1 annotation,3.000,[M+NH4]+ [M+Na]+ dm/z=4.9554
6569,6571,MS1 annotation,3.000,[M+Na]+ [M+NH4]+ dm/z=4.9556
6569,6573,MS1 annotation,3.000,[M+H]+ [M+NH4]+ dm/z=17.0265
6571,6573,MS1 annotation,3.000,[M+H]+ [M+Na]+ dm/z=21.9821
6575,6578,MS1 annotation,2.000,[M+NH4]+ [M+Na]+ dm/z=4.9549
6596,6601,MS1 annotation,3.000,[M+Na]+ [M+NH4]+ dm/z=4.9557
6596,6606,MS1 annotation,3.000,[M+H]+ [M+NH4]+ dm/z=17.0266
6601,6606,MS1 annotation,3.000,[M+H]+ [M+Na]+ dm/z=21.9824
6614,6625,MS1 annotation,2.000,[M+NH4]+ [M+Na]+ dm/z=4.9552
6630,6632,MS1 annotation,3.000,[M+H]+ [M+Na]+ dm/z=21.9822
6630,6633,MS1 annotation,3.000,[M+NH4]+ [M+Na]+ dm/z=4.9555
6632,6633,MS1 annotation,3.000,[M+NH4]+ [M+H]+ dm/z=17.0266
6634,6635,MS1 annotation,2.000,[M+Na]+ [M+NH4]+ dm/z=4.9555
6645,6649,MS1 annotation,3.000,[M+NH4]+ [M+H]+ dm/z=17.0264
6645,6649,MS1 annotation,3.000,[M+NH4]+ [2M+2H]2+ dm/z=17.0264
6646,6657,MS1 annotation,3.000,[M+Na]+ [M+H]+ dm/z=21.9820
6646,6656,MS1 annotation,3.000,[M+NH4]+ [M+H]+ dm/z=17.0263
6646,6657,MS1 annotation,3.000,[M+Na]+ [2M+2H]2+ dm/z=21.9820
6646,6656,MS1 annotation,3.000,[M+NH4]+ [2M+2H]2+ dm/z=17.0263
6647,6654,MS1 annotation,2.000,[2M+2H]2+ [M+Na]+ dm/z=21.9833
6648,6649,MS1 annotation,3.000,[M+NH4]+ [M+Na]+ dm/z=4.9557
6656,6657,MS1 annotation,3.000,[M+Na]+ [M+NH4]+ dm/z=4.9557
6659,6665,MS1 annotation,3.000,[M+H]+ [M+Na]+ dm/z=21.9824
6659,6666,MS1 annotation,3.000,[M+NH4]+ [M+Na]+ dm/z=4.9560
6665,6666,MS1 annotation,3.000,[M+NH4]+ [M+H]+ dm/z=17.0264
6676,6687,MS1 annotation,2.000,[M+NH4]+ [M+Na]+ dm/z=4.9549
6696,6697,MS1 annotation,2.000,[M+Na]+ [M+NH4]+ dm/z=4.9555
6706,6713,MS1 annotation,2.000,[M+NH4]+ [M+Na]+ dm/z=4.9553
6709,6710,MS1 annotation,2.000,[M+Na]+ [M+NH4]+ dm/z=4.9546
6728,6732,MS1 annotation,5.000,[M+NH4]+ [M-2H2O+H]+ dm/z=53.0495
6728,6733,MS1 annotation,5.000,[M+Na]+ [M-2H2O+H]+ dm/z=58.0032
6730,6733,MS1 annotation,5.000,[M+Na]+ [M-H2O+NH4]+ dm/z=22.9644
6731,6732,MS1 annotation,5.000,[M+NH4]+ [M-H2O+Na]+ dm/z=13.0555
6732,6733,MS1 annotation,5.000,[M+Na]+ [M+NH4]+ dm/z=4.9537
6763,6764,MS1 annotation,2.000,[M+Na]+ [M+NH4]+ dm/z=4.9567
6769,6771,MS1 annotation,2.000,[M+NH4]+ [M+Na]+ dm/z=4.9553
6803,6819,MS1 annotation,3.000,[M+H]+ [M+Na]+ dm/z=21.9821
6803,6805,MS1 annotation,3.000,[M+NH4]+ [M+Na]+ dm/z=4.9556
6805,6819,MS1 annotation,3.000,[M+H]+ [M+NH4]+ dm/z=17.0265
6813,6815,MS1 annotation,2.000,[M+Na]+ [M+NH4]+ dm/z=4.9565
6843,6854,MS1 annotation,2.000,[M+NH4]+ [M+Na]+ dm/z=4.9560
6863,6867,MS1 annotation,2.000,[M+Na]+ [M+NH4]+ dm/z=4.9563
6881,6886,MS1 annotation,2.000,[M+H]+ [M+Na]+ dm/z=21.9821
6897,6906,MS1 annotation,2.000,[M+NH4]+ [M+Na]+ dm/z=4.9550
6903,6915,MS1 annotation,2.000,[M+NH4]+ [M+Na]+ dm/z=4.9559
6917,6918,MS1 annotation,2.000,[M+H]+ [M+Na]+ dm/z=21.9826
6936,6937,MS1 annotation,3.000,[M+NH4]+ [M+H]+ dm/z=17.0266
6936,6942,MS1 annotation,3.000,[M+Na]+ [M+H]+ dm/z=21.9820
6936,6937,MS1 annotation,3.000,[M+NH4]+ [2M+2H]2+ dm/z=17.0266
6936,6942,MS1 annotation,3.000,[M+Na]+ [2M+2H]2+ dm/z=21.9820
6937,6942,MS1 annotation,3.000,[M+Na]+ [M+NH4]+ dm/z=4.9554
6944,6952,MS1 annotation,2.000,[M+Na]+ [M+NH4]+ dm/z=4.9551
6957,6958,MS1 annotation,2.000,[M+Na]+ [M+NH4]+ dm/z=4.9551
6966,6971,MS1 annotation,3.000,[M+H]+ [M+NH4]+ dm/z=17.0265
6966,6968,MS1 annotation,3.000,[M+Na]+ [M+NH4]+ dm/z=4.9556
6968,6971,MS1 annotation,3.000,[M+H]+ [M+Na]+ dm/z=21.9821
6972,6984,MS1 annotation,3.000,[M+H]+ [M+NH4]+ dm/z=17.0267
6972,6980,MS1 annotation,3.000,[M+Na]+ [M+NH4]+ dm/z=4.9554
6977,6987,MS1 annotation,3.000,[M+Na]+ [M+H]+ dm/z=21.9823
6977,6989,MS1 annotation,3.000,[M+NH4]+ [M+H]+ dm/z=17.0265
6977,6987,MS1 annotation,3.000,[M+Na]+ [2M+2H]2+ dm/z=21.9823
6977,6989,MS1 annotation,3.000,[M+NH4]+ [2M+2H]2+ dm/z=17.0265
6980,6984,MS1 annotation,3.000,[M+H]+ [M+Na]+ dm/z=21.9821
6987,6989,MS1 annotation,3.000,[M+NH4]+ [M+Na]+ dm/z=4.9558
7001,7009,MS1 annotation,3.000,[M+H]+ [M+Na]+ dm/z=21.9823
7001,7008,MS1 annotation,3.000,[M+NH4]+ [M+Na]+ dm/z=4.9556
7008,7009,MS1 annotation,3.000,[M+H]+ [M+NH4]+ dm/z=17.0267
7029,7033,MS1 annotation,2.000,[M+H]+ [M+NH4]+ dm/z=17.0263
7047,7052,MS1 annotation,3.000,[M+NH4]+ [M+Na]+ dm/z=4.9565
7047,7049,MS1 annotation,3.000,[M+H]+ [M+Na]+ dm/z=21.9829
7049,7052,MS1 annotation,3.000,[M+NH4]+ [M+H]+ dm/z=17.0264
7062,7063,MS1 annotation,2.000,[M+Na]+ [M+NH4]+ dm/z=4.9552
7108,7121,MS1 annotation,3.000,[M+NH4]+ [M-H2O+H]+ dm/z=35.0371
7108,7121,MS1 annotation,3.000,[M+NH4]+ [2M-2H2O+2H]2+ dm/z=35.0371
7116,7118,MS1 annotation,3.000,[M+Na]+ [M-H2O+H]+ dm/z=39.9934
7116,7117,MS1 annotation,3.000,[M+NH4]+ [M-H2O+H]+ dm/z=35.0372
7116,7118,MS1 annotation,3.000,[M+Na]+ [2M-2H2O+2H]2+ dm/z=39.9934
7116,7117,MS1 annotation,3.000,[M+NH4]+ [2M-2H2O+2H]2+ dm/z=35.0372
7117,7118,MS1 annotation,3.000,[M+Na]+ [M+NH4]+ dm/z=4.9562
7120,7127,MS1 annotation,3.000,[M+NH4]+ [M+H]+ dm/z=17.0271
7120,7128,MS1 annotation,3.000,[M+Na]+ [M+H]+ dm/z=21.9829
7121,7124,MS1 annotation,3.000,[M+Na]+ [M+NH4]+ dm/z=4.9559
7127,7128,MS1 annotation,3.000,[M+Na]+ [M+NH4]+ dm/z=4.9557
7159,7162,MS1 annotation,2.000,[M+NH4]+ [M+Na]+ dm/z=4.9555
7174,7175,MS1 annotation,2.000,[M+NH4]+ [M+Na]+ dm/z=4.9542
7184,7185,MS1 annotation,2.000,[M+Na]+ [M+NH4]+ dm/z=4.9549
7187,7188,MS1 annotation,2.000,[M+H]+ [M+Na]+ dm/z=21.9831
7193,7194,MS1 annotation,2.000,[M+Na]+ [M+NH4]+ dm/z=4.9556
7199,7205,MS1 annotation,3.000,[2M+2H]2+ [M+Na]+ dm/z=21.9827
7199,7204,MS1 annotation,3.000,[M+NH4]+ [M+Na]+ dm/z=4.9557
7204,7205,MS1 annotation,3.000,[2M+2H]2+ [M+NH4]+ dm/z=17.0270
7214,7215,MS1 annotation,2.000,[M+Na]+ [M+NH4]+ dm/z=4.9547
7229,7232,MS1 annotation,2.000,[M+NH4]+ [M+Na]+ dm/z=4.9551
7240,7246,MS1 annotation,2.000,[2M-2H2O+2H]2+ [M+Na]+ dm/z=39.9933
7251,7257,MS1 annotation,3.000,[M+Na]+ [2M+H]+ dm/z=695.5568
7256,7257,MS1 annotation,3.000,[M+Na]+ [M+H]+ dm/z=21.9816
7259,7260,MS1 annotation,2.000,[M+NH4]+ [M+Na]+ dm/z=4.9551
7284,7296,MS1 annotation,2.000,[M+Na]+ [M+NH4]+ dm/z=4.9565
7298,7305,MS1 annotation,3.000,[M+NH4]+ [M+Na]+ dm/z=4.9562
7298,7316,MS1 annotation,3.000,[2M+2H]2+ [M+Na]+ dm/z=21.9828
7299,7304,MS1 annotation,2.000,[M+Na]+ [M+NH4]+ dm/z=4.9555
7305,7316,MS1 annotation,3.000,[2M+2H]2+ [M+NH4]+ dm/z=17.0266
7315,7317,MS1 annotation,2.000,[M+NH4]+ [M+Na]+ dm/z=4.9560
7329,7333,MS1 annotation,3.000,[2M+2H]2+ [M+Na]+ dm/z=21.9821
7329,7334,MS1 annotation,3.000,[2M-2H2O+2H]2+ [M+Na]+ dm/z=39.9924
7350,7354,MS1 annotation,2.000,[M+NH4]+ [M+Na]+ dm/z=4.9549
7358,7361,MS1 annotation,3.000,[M+NH4]+ [M+H]+ dm/z=17.0266
7358,7361,MS1 annotation,3.000,[M+NH4]+ [2M+2H]2+ dm/z=17.0266
7361,7362,MS1 annotation,3.000,[M+Na]+ [M+NH4]+ dm/z=4.9560
7367,7369,MS1 annotation,2.000,[M+Na]+ [M+H]+ dm/z=21.9829
7367,7369,MS1 annotation,2.000,[M+Na]+ [2M+2H]2+ dm/z=21.9829
7388,7393,MS1 annotation,2.000,[M+NH4]+ [M-H2O+H]+ dm/z=35.0375
7388,7393,MS1 annotation,2.000,[M+NH4]+ [2M-2H2O+2H]2+ dm/z=35.0375
7402,7438,MS1 annotation,2.000,[M+NH4]+ [M-H2O+H]+ dm/z=35.0375
7402,7438,MS1 annotation,2.000,[M+NH4]+ [2M-2H2O+2H]2+ dm/z=35.0375
7405,7411,MS1 annotation,2.000,[M+Na]+ [M+NH4]+ dm/z=4.9546
7423,7424,MS1 annotation,2.000,[M+NH4]+ [M-H2O+H]+ dm/z=35.0382
7423,7424,MS1 annotation,2.000,[M+NH4]+ [2M-2H2O+2H]2+ dm/z=35.0382
7431,7432,MS1 annotation,2.000,[M+Na]+ [M+NH4]+ dm/z=4.9556
7444,7447,MS1 annotation,2.000,[M+Na]+ [M+NH4]+ dm/z=4.9560
7448,7457,MS1 annotation,2.000,[M-2H2O+H]+ [M+NH4]+ dm/z=53.0481
7454,7455,MS1 annotation,3.000,[M+NH4]+ [M-H2O+H]+ dm/z=35.0375
7454,7456,MS1 annotation,3.000,[M+Na]+ [M-H2O+H]+ dm/z=39.9929
7454,7455,MS1 annotation,3.000,[M+NH4]+ [2M-2H2O+2H]2+ dm/z=35.0375
7454,7456,MS1 annotation,3.000,[M+Na]+ [2M-2H2O+2H]2+ dm/z=39.9929
7455,7456,MS1 annotation,3.000,[M+Na]+ [M+NH4]+ dm/z=4.9554
7484,7485,MS1 annotation,2.000,[M+Na]+ [M+NH4]+ dm/z=4.9556
7511,7512,MS1 annotation,2.000,[M+H]+ [M+Na]+ dm/z=21.9816
7557,7562,MS1 annotation,2.000,[M+H]+ [M+Na]+ dm/z=21.9818
7565,7574,MS1 annotation,2.000,[M+Na]+ [M+H]+ dm/z=21.9816
7576,7577,MS1 annotation,4.000,[M+Na]+ [M-H2O+H]+ dm/z=39.9925
7576,7579,MS1 annotation,4.000,[M+NH4]+ [M-H2O+H]+ dm/z=35.0372
7577,7580,MS1 annotation,4.000,[2M+2H]2+ [M+Na]+ dm/z=21.9820
7577,7579,MS1 annotation,4.000,[M+NH4]+ [M+Na]+ dm/z=4.9553
7579,7580,MS1 annotation,4.000,[2M+2H]2+ [M+NH4]+ dm/z=17.0268
7583,7584,MS1 annotation,2.000,[M+H]+ [M+NH4]+ dm/z=17.0266
7603,7608,MS1 annotation,3.000,[M+Na]+ [M+H]+ dm/z=21.9815
7603,7607,MS1 annotation,3.000,[2M+Na]+ [M+H]+ dm/z=711.4903
7605,7607,MS1 annotation,2.000,[M+Na]+ [M+H]+ dm/z=21.9822
7605,7607,MS1 annotation,2.000,[M+Na]+ [2M+2H]2+ dm/z=21.9822
7656,7657,MS1 annotation,2.000,[M+Na]+ [M+H]+ dm/z=21.9816
